subscription_id,account_id,trial_start_date,conversion_date,plan_name,monthly_recurring_revenue,cancel_date,status
S09290,A09290,2024-02-14,,Trial Only,0,,trial_expired
S09291,A09291,2024-09-19,,Trial Only,0,,trial_expired
S09292,A09292,2025-07-10,,Trial Only,0,,trial_expired
S09293,A09293,2025-03-20,2025-03-27,Pro,99,,active
S09294,A09294,2024-02-16,,Trial Only,0,,trial_expired
S09295,A09295,2024-04-09,2024-04-16,Pro,99,2025-03-02,cancelled
S09296,A09296,2024-09-13,2024-09-28,Business,249,2026-01-23,cancelled
S09297,A09297,2024-02-29,,Trial Only,0,,trial_expired
S09298,A09298,2025-08-26,2025-09-03,Pro,99,,active
S09299,A09299,2025-02-13,2025-02-28,Starter,49,,active
S09300,A09300,2024-02-25,,Trial Only,0,,trial_expired
S09301,A09301,2025-05-17,2025-05-31,Business,249,2026-02-21,cancelled
S09302,A09302,2024-08-31,,Trial Only,0,,trial_expired
S09303,A09303,2024-06-07,2024-06-23,Pro,99,,active
S09304,A09304,2024-12-28,2024-12-31,Pro,99,,active
S09305,A09305,2024-01-07,,Trial Only,0,,trial_expired
S09306,A09306,2024-10-27,2024-11-03,Starter,49,2025-10-14,cancelled
S09307,A09307,2025-06-25,,Trial Only,0,,trial_expired
S09308,A09308,2025-08-22,2025-09-08,Starter,49,2026-01-01,cancelled
S09309,A09309,2024-08-13,,Trial Only,0,,trial_expired
S09310,A09310,2025-02-06,2025-02-12,Pro,99,,active
S09311,A09311,2024-05-26,2024-06-12,Starter,49,2024-08-24,cancelled
S09312,A09312,2024-12-22,2025-01-03,Business,249,2025-04-18,cancelled
S09313,A09313,2024-06-13,,Trial Only,0,,trial_expired
S09314,A09314,2024-12-29,,Trial Only,0,,trial_expired
S09315,A09315,2024-04-18,2024-04-26,Business,249,,active
S09316,A09316,2025-08-31,,Trial Only,0,,trial_expired
S09317,A09317,2025-07-24,2025-08-10,Pro,99,2026-03-14,cancelled
S09318,A09318,2024-08-09,,Trial Only,0,,trial_expired
S09319,A09319,2025-05-09,2025-05-19,Starter,49,,active
S09320,A09320,2024-02-25,,Trial Only,0,,trial_expired
S09321,A09321,2025-04-15,2025-05-02,Pro,99,2025-08-09,cancelled
S09322,A09322,2024-07-03,2024-07-16,Starter,49,2024-08-02,cancelled
S09323,A09323,2024-03-24,2024-04-04,Starter,49,2026-03-16,cancelled
S09324,A09324,2025-03-03,,Trial Only,0,,trial_expired
S09325,A09325,2024-10-30,2024-11-02,Starter,49,2025-12-15,cancelled
S09326,A09326,2024-12-01,2024-12-04,Starter,49,2026-02-24,cancelled
S09327,A09327,2024-11-26,2024-12-05,Starter,49,2025-02-13,cancelled
S09328,A09328,2024-01-31,2024-02-17,Business,249,2025-03-16,cancelled
S09329,A09329,2024-01-27,2024-02-10,Pro,99,2025-06-17,cancelled
S09330,A09330,2025-01-14,,Trial Only,0,,trial_expired
S09331,A09331,2025-01-26,2025-01-29,Pro,99,,active
S09332,A09332,2024-01-25,2024-02-03,Business,249,2025-06-15,cancelled
S09333,A09333,2024-09-05,2024-09-25,Pro,99,2025-01-10,cancelled
S09334,A09334,2025-01-20,2025-01-25,Pro,99,2025-05-25,cancelled
S09335,A09335,2025-02-16,2025-02-27,Pro,99,,active
S09336,A09336,2025-06-14,2025-06-27,Pro,99,,active
S09337,A09337,2024-09-27,,Trial Only,0,,trial_expired
S09338,A09338,2024-12-13,2024-12-24,Business,249,2025-04-25,cancelled
S09339,A09339,2025-01-02,2025-01-17,Starter,49,,active
S09340,A09340,2024-07-23,2024-08-09,Pro,99,2024-09-16,cancelled
S09341,A09341,2024-01-28,2024-02-02,Pro,99,,active
S09342,A09342,2024-01-03,2024-01-18,Starter,49,,active
S09343,A09343,2025-06-19,2025-07-09,Pro,99,,active
S09344,A09344,2024-05-07,,Trial Only,0,,trial_expired
S09345,A09345,2025-01-29,2025-02-22,Pro,99,2025-07-05,cancelled
S09346,A09346,2025-01-02,2025-01-07,Pro,99,2025-10-01,cancelled
S09347,A09347,2024-09-16,,Trial Only,0,,trial_expired
S09348,A09348,2025-06-18,2025-06-29,Starter,49,,active
S09349,A09349,2025-03-17,2025-03-21,Starter,49,,active
S09350,A09350,2024-01-12,,Trial Only,0,,trial_expired
S09351,A09351,2025-05-09,2025-05-13,Starter,49,2025-07-06,cancelled
S09352,A09352,2024-11-19,2024-12-10,Pro,99,2025-01-24,cancelled
S09353,A09353,2024-08-16,,Trial Only,0,,trial_expired
S09354,A09354,2025-04-05,,Trial Only,0,,trial_expired
S09355,A09355,2025-03-08,2025-03-17,Starter,49,2025-04-19,cancelled
S09356,A09356,2024-07-22,,Trial Only,0,,trial_expired
S09357,A09357,2025-09-22,,Trial Only,0,,trial_expired
S09358,A09358,2025-02-10,2025-02-23,Pro,99,2025-10-11,cancelled
S09359,A09359,2025-01-17,,Trial Only,0,,trial_expired
S09360,A09360,2024-02-07,2024-02-26,Starter,49,2024-05-07,cancelled
S09361,A09361,2024-07-01,2024-07-22,Pro,99,2024-09-24,cancelled
S09362,A09362,2024-10-14,,Trial Only,0,,trial_expired
S09363,A09363,2025-01-30,2025-02-15,Starter,49,2026-03-05,cancelled
S09364,A09364,2024-11-22,2024-12-08,Pro,99,2025-08-10,cancelled
S09365,A09365,2025-04-30,2025-05-11,Pro,99,2025-09-13,cancelled
S09366,A09366,2024-06-19,,Trial Only,0,,trial_expired
S09367,A09367,2025-03-19,2025-03-22,Starter,49,2025-07-18,cancelled
S09368,A09368,2025-06-06,,Trial Only,0,,trial_expired
S09369,A09369,2025-05-01,,Trial Only,0,,trial_expired
S09370,A09370,2025-05-06,2025-05-11,Pro,99,,active
S09371,A09371,2025-07-25,2025-08-10,Pro,99,2025-12-20,cancelled
S09372,A09372,2024-02-17,2024-02-20,Starter,49,2024-08-17,cancelled
S09373,A09373,2025-03-16,,Trial Only,0,,trial_expired
S09374,A09374,2025-09-14,,Trial Only,0,,trial_expired
S09375,A09375,2024-12-31,,Trial Only,0,,trial_expired
S09376,A09376,2024-05-19,,Trial Only,0,,trial_expired
S09377,A09377,2025-09-30,2025-10-07,Starter,49,,active
S09378,A09378,2024-04-20,,Trial Only,0,,trial_expired
S09379,A09379,2024-08-08,,Trial Only,0,,trial_expired
S09380,A09380,2024-04-18,,Trial Only,0,,trial_expired
S09381,A09381,2024-10-26,2024-11-04,Starter,49,,active
S09382,A09382,2024-09-26,2024-10-08,Business,249,2025-09-08,cancelled
S09383,A09383,2024-11-11,,Trial Only,0,,trial_expired
S09384,A09384,2025-08-22,,Trial Only,0,,trial_expired
S09385,A09385,2024-11-04,,Trial Only,0,,trial_expired
S09386,A09386,2024-11-23,,Trial Only,0,,trial_expired
S09387,A09387,2025-07-24,2025-08-06,Starter,49,2026-01-23,cancelled
S09388,A09388,2025-06-07,,Trial Only,0,,trial_expired
S09389,A09389,2024-06-03,2024-06-08,Starter,49,2024-09-07,cancelled
S09390,A09390,2024-01-07,2024-01-15,Pro,99,2025-04-07,cancelled
S09391,A09391,2025-01-29,,Trial Only,0,,trial_expired
S09392,A09392,2025-06-25,,Trial Only,0,,trial_expired
S09393,A09393,2024-12-16,,Trial Only,0,,trial_expired
S09394,A09394,2024-05-15,,Trial Only,0,,trial_expired
S09395,A09395,2025-04-15,2025-04-21,Starter,49,2025-10-06,cancelled
S09396,A09396,2025-02-25,2025-03-14,Starter,49,,active
S09397,A09397,2024-12-25,2025-01-11,Business,249,2025-04-12,cancelled
S09398,A09398,2025-07-08,,Trial Only,0,,trial_expired
S09399,A09399,2025-05-15,2025-05-19,Starter,49,2025-07-01,cancelled
S09400,A09400,2025-02-24,,Trial Only,0,,trial_expired
S09401,A09401,2025-02-21,,Trial Only,0,,trial_expired
S09402,A09402,2025-02-20,2025-03-04,Starter,49,,active
S09403,A09403,2024-11-28,2024-12-01,Pro,99,2025-02-19,cancelled
S09404,A09404,2024-10-26,2024-11-01,Pro,99,,active
S09405,A09405,2025-03-24,2025-03-28,Starter,49,,active
S09406,A09406,2025-01-19,2025-01-25,Pro,99,2025-05-05,cancelled
S09407,A09407,2024-11-10,,Trial Only,0,,trial_expired
S09408,A09408,2024-03-18,,Trial Only,0,,trial_expired
S09409,A09409,2025-03-19,,Trial Only,0,,trial_expired
S09410,A09410,2025-02-08,,Trial Only,0,,trial_expired
S09411,A09411,2024-08-13,,Trial Only,0,,trial_expired
S09412,A09412,2024-08-23,,Trial Only,0,,trial_expired
S09413,A09413,2024-06-08,2024-06-18,Starter,49,2024-10-13,cancelled
S09414,A09414,2025-09-11,,Trial Only,0,,trial_expired
S09415,A09415,2025-07-06,2025-07-19,Pro,99,2025-11-02,cancelled
S09416,A09416,2024-12-22,,Trial Only,0,,trial_expired
S09417,A09417,2024-09-17,,Trial Only,0,,trial_expired
S09418,A09418,2025-04-12,,Trial Only,0,,trial_expired
S09419,A09419,2024-11-29,2024-12-23,Starter,49,2025-08-23,cancelled
S09420,A09420,2025-09-18,2025-10-02,Starter,49,,active
S09421,A09421,2024-01-29,,Trial Only,0,,trial_expired
S09422,A09422,2024-01-18,,Trial Only,0,,trial_expired
S09423,A09423,2024-12-27,,Trial Only,0,,trial_expired
S09424,A09424,2024-05-09,,Trial Only,0,,trial_expired
S09425,A09425,2025-01-16,2025-01-20,Starter,49,,active
S09426,A09426,2025-05-13,,Trial Only,0,,trial_expired
S09427,A09427,2024-03-25,,Trial Only,0,,trial_expired
S09428,A09428,2024-10-10,,Trial Only,0,,trial_expired
S09429,A09429,2025-03-10,,Trial Only,0,,trial_expired
S09430,A09430,2025-06-18,,Trial Only,0,,trial_expired
S09431,A09431,2024-11-13,,Trial Only,0,,trial_expired
S09432,A09432,2024-05-11,2024-06-02,Starter,49,2025-02-02,cancelled
S09433,A09433,2025-01-06,2025-01-21,Business,249,2025-05-20,cancelled
S09434,A09434,2024-10-20,,Trial Only,0,,trial_expired
S09435,A09435,2025-05-06,2025-05-13,Starter,49,,active
S09436,A09436,2024-12-18,,Trial Only,0,,trial_expired
S09437,A09437,2024-07-01,,Trial Only,0,,trial_expired
S09438,A09438,2025-04-24,2025-05-10,Starter,49,,active
S09439,A09439,2024-11-24,2024-12-10,Starter,49,,active
S09440,A09440,2024-04-22,2024-05-07,Business,249,2025-01-21,cancelled
S09441,A09441,2024-12-24,,Trial Only,0,,trial_expired
S09442,A09442,2025-09-04,,Trial Only,0,,trial_expired
S09443,A09443,2025-03-21,,Trial Only,0,,trial_expired
S09444,A09444,2024-07-14,2024-07-17,Pro,99,2024-08-08,cancelled
S09445,A09445,2025-03-25,,Trial Only,0,,trial_expired
S09446,A09446,2024-07-03,,Trial Only,0,,trial_expired
S09447,A09447,2024-12-10,2024-12-31,Starter,49,2025-09-11,cancelled
S09448,A09448,2024-11-29,2024-12-06,Starter,49,,active
S09449,A09449,2024-06-09,,Trial Only,0,,trial_expired
S09450,A09450,2024-08-17,2024-08-30,Starter,49,,active
S09451,A09451,2025-09-01,2025-09-17,Pro,99,2025-11-06,cancelled
S09452,A09452,2024-06-11,,Trial Only,0,,trial_expired
S09453,A09453,2025-05-26,2025-06-10,Pro,99,2025-09-15,cancelled
S09454,A09454,2025-02-23,,Trial Only,0,,trial_expired
S09455,A09455,2024-12-03,,Trial Only,0,,trial_expired
S09456,A09456,2024-03-25,,Trial Only,0,,trial_expired
S09457,A09457,2024-05-10,,Trial Only,0,,trial_expired
S09458,A09458,2024-04-23,2024-05-18,Starter,49,2024-08-07,cancelled
S09459,A09459,2025-01-07,,Trial Only,0,,trial_expired
S09460,A09460,2025-09-17,2025-09-29,Pro,99,2025-10-18,cancelled
S09461,A09461,2025-07-18,,Trial Only,0,,trial_expired
S09462,A09462,2024-01-14,2024-02-02,Starter,49,2024-04-01,cancelled
S09463,A09463,2024-06-27,2024-07-04,Starter,49,2024-10-01,cancelled
S09464,A09464,2024-04-08,,Trial Only,0,,trial_expired
S09465,A09465,2025-09-18,2025-10-14,Starter,49,2025-11-16,cancelled
S09466,A09466,2024-06-01,,Trial Only,0,,trial_expired
S09467,A09467,2024-05-08,,Trial Only,0,,trial_expired
S09468,A09468,2025-01-24,2025-02-09,Starter,49,2025-04-06,cancelled
S09469,A09469,2024-12-19,,Trial Only,0,,trial_expired
S09470,A09470,2024-05-25,,Trial Only,0,,trial_expired
S09471,A09471,2025-02-25,2025-03-17,Pro,99,2026-01-20,cancelled
S09472,A09472,2024-02-26,,Trial Only,0,,trial_expired
S09473,A09473,2024-01-10,,Trial Only,0,,trial_expired
S09474,A09474,2024-02-16,,Trial Only,0,,trial_expired
S09475,A09475,2024-08-29,2024-09-02,Starter,49,2024-12-03,cancelled
S09476,A09476,2025-09-18,,Trial Only,0,,trial_expired
S09477,A09477,2024-12-13,,Trial Only,0,,trial_expired
S09478,A09478,2025-04-24,2025-05-07,Starter,49,2025-11-18,cancelled
S09479,A09479,2024-07-30,,Trial Only,0,,trial_expired
S09480,A09480,2025-03-31,2025-04-03,Business,249,,active
S09481,A09481,2025-09-13,2025-09-20,Starter,49,,active
S09482,A09482,2024-08-24,2024-09-05,Business,249,,active
S09483,A09483,2025-09-30,2025-10-10,Pro,99,2025-12-23,cancelled
S09484,A09484,2025-02-03,2025-02-28,Business,249,2025-03-04,cancelled
S09485,A09485,2025-04-20,2025-04-30,Starter,49,2026-02-18,cancelled
S09486,A09486,2024-06-12,2024-06-19,Starter,49,2025-01-02,cancelled
S09487,A09487,2025-02-06,,Trial Only,0,,trial_expired
S09488,A09488,2024-11-21,,Trial Only,0,,trial_expired
S09489,A09489,2025-09-08,2025-09-16,Starter,49,,active
S09490,A09490,2025-08-06,,Trial Only,0,,trial_expired
S09491,A09491,2024-09-15,,Trial Only,0,,trial_expired
S09492,A09492,2025-09-03,,Trial Only,0,,trial_expired
S09493,A09493,2025-07-23,,Trial Only,0,,trial_expired
S09494,A09494,2025-01-09,2025-01-31,Business,249,2025-05-07,cancelled
S09495,A09495,2024-02-16,2024-03-01,Starter,49,2024-05-01,cancelled
S09496,A09496,2024-04-10,,Trial Only,0,,trial_expired
S09497,A09497,2024-02-12,,Trial Only,0,,trial_expired
S09498,A09498,2024-03-05,,Trial Only,0,,trial_expired
S09499,A09499,2025-09-18,2025-09-21,Business,249,,active
S09500,A09500,2024-05-15,2024-05-22,Starter,49,,active
S09501,A09501,2025-03-11,,Trial Only,0,,trial_expired
S09502,A09502,2025-02-02,,Trial Only,0,,trial_expired
S09503,A09503,2025-01-30,,Trial Only,0,,trial_expired
S09504,A09504,2024-05-12,,Trial Only,0,,trial_expired
S09505,A09505,2025-01-03,,Trial Only,0,,trial_expired
S09506,A09506,2025-01-27,,Trial Only,0,,trial_expired
S09507,A09507,2024-12-29,2025-01-04,Pro,99,2025-03-08,cancelled
S09508,A09508,2024-04-28,,Trial Only,0,,trial_expired
S09509,A09509,2025-04-03,2025-04-17,Pro,99,,active
S09510,A09510,2024-02-10,2024-02-24,Starter,49,2024-06-16,cancelled
S09511,A09511,2025-01-09,,Trial Only,0,,trial_expired
S09512,A09512,2024-10-07,,Trial Only,0,,trial_expired
S09513,A09513,2024-06-11,2024-07-01,Starter,49,2025-06-22,cancelled
S09514,A09514,2025-05-31,,Trial Only,0,,trial_expired
S09515,A09515,2024-04-20,2024-05-07,Pro,99,2024-10-12,cancelled
S09516,A09516,2025-08-25,,Trial Only,0,,trial_expired
S09517,A09517,2025-07-23,2025-08-08,Starter,49,,active
S09518,A09518,2024-08-26,2024-09-11,Starter,49,,active
S09519,A09519,2024-07-18,2024-07-25,Starter,49,2025-04-19,cancelled
S09520,A09520,2024-03-25,2024-04-01,Pro,99,2025-09-04,cancelled
S09521,A09521,2025-08-14,,Trial Only,0,,trial_expired
S09522,A09522,2025-01-28,2025-02-01,Pro,99,,active
S09523,A09523,2024-01-17,,Trial Only,0,,trial_expired
S09524,A09524,2024-11-21,2024-11-26,Pro,99,2026-01-01,cancelled
S09525,A09525,2024-02-18,2024-02-21,Starter,49,2025-01-18,cancelled
S09526,A09526,2024-12-31,2025-01-09,Starter,49,2026-01-13,cancelled
S09527,A09527,2024-11-20,2024-12-07,Starter,49,2025-02-24,cancelled
S09528,A09528,2024-02-16,,Trial Only,0,,trial_expired
S09529,A09529,2025-06-05,2025-06-18,Business,249,,active
S09530,A09530,2024-06-19,,Trial Only,0,,trial_expired
S09531,A09531,2024-12-09,,Trial Only,0,,trial_expired
S09532,A09532,2025-02-04,,Trial Only,0,,trial_expired
S09533,A09533,2025-09-11,,Trial Only,0,,trial_expired
S09534,A09534,2024-11-12,,Trial Only,0,,trial_expired
S09535,A09535,2025-08-14,2025-08-24,Starter,49,2025-09-15,cancelled
S09536,A09536,2024-08-22,,Trial Only,0,,trial_expired
S09537,A09537,2025-07-04,2025-07-26,Pro,99,2026-02-25,cancelled
S09538,A09538,2024-06-01,,Trial Only,0,,trial_expired
S09539,A09539,2025-03-23,,Trial Only,0,,trial_expired
S09540,A09540,2024-02-20,,Trial Only,0,,trial_expired
S09541,A09541,2025-09-23,2025-10-09,Pro,99,,active
S09542,A09542,2025-09-07,,Trial Only,0,,trial_expired
S09543,A09543,2024-10-11,,Trial Only,0,,trial_expired
S09544,A09544,2024-11-28,2024-12-10,Pro,99,2025-10-22,cancelled
S09545,A09545,2025-01-13,,Trial Only,0,,trial_expired
S09546,A09546,2024-06-28,,Trial Only,0,,trial_expired
S09547,A09547,2025-02-28,,Trial Only,0,,trial_expired
S09548,A09548,2025-03-17,,Trial Only,0,,trial_expired
S09549,A09549,2024-11-28,,Trial Only,0,,trial_expired
S09550,A09550,2024-04-01,2024-04-20,Business,249,2024-06-15,cancelled
S09551,A09551,2025-08-16,2025-08-28,Pro,99,,active
S09552,A09552,2024-03-10,,Trial Only,0,,trial_expired
S09553,A09553,2025-01-29,2025-02-06,Pro,99,2025-07-14,cancelled
S09554,A09554,2024-03-01,2024-03-19,Starter,49,2024-07-19,cancelled
S09555,A09555,2024-03-31,,Trial Only,0,,trial_expired
S09556,A09556,2024-01-11,2024-02-01,Starter,49,2024-05-23,cancelled
S09557,A09557,2024-08-28,,Trial Only,0,,trial_expired
S09558,A09558,2025-02-04,2025-02-28,Starter,49,2025-05-09,cancelled
S09559,A09559,2024-11-26,,Trial Only,0,,trial_expired
S09560,A09560,2025-02-28,2025-03-07,Pro,99,,active
S09561,A09561,2025-02-28,,Trial Only,0,,trial_expired
S09562,A09562,2024-03-27,2024-04-13,Starter,49,2024-05-19,cancelled
S09563,A09563,2024-01-30,2024-02-14,Pro,99,2024-10-21,cancelled
S09564,A09564,2025-01-27,2025-02-08,Starter,49,2025-08-07,cancelled
S09565,A09565,2025-02-13,,Trial Only,0,,trial_expired
S09566,A09566,2024-12-19,2025-01-02,Pro,99,,active
S09567,A09567,2024-06-07,,Trial Only,0,,trial_expired
S09568,A09568,2025-06-02,,Trial Only,0,,trial_expired
S09569,A09569,2024-02-11,2024-02-21,Pro,99,,active
S09570,A09570,2025-01-30,,Trial Only,0,,trial_expired
S09571,A09571,2024-03-13,,Trial Only,0,,trial_expired
S09572,A09572,2025-02-14,2025-03-03,Business,249,2025-06-03,cancelled
S09573,A09573,2024-09-26,,Trial Only,0,,trial_expired
S09574,A09574,2025-03-30,,Trial Only,0,,trial_expired
S09575,A09575,2024-01-28,2024-02-25,Starter,49,2024-09-11,cancelled
S09576,A09576,2024-12-18,,Trial Only,0,,trial_expired
S09577,A09577,2024-03-30,,Trial Only,0,,trial_expired
S09578,A09578,2025-03-06,,Trial Only,0,,trial_expired
S09579,A09579,2024-03-13,2024-04-01,Starter,49,2024-05-09,cancelled
S09580,A09580,2024-02-10,,Trial Only,0,,trial_expired
S09581,A09581,2025-03-27,,Trial Only,0,,trial_expired
S09582,A09582,2024-02-03,,Trial Only,0,,trial_expired
S09583,A09583,2024-05-24,,Trial Only,0,,trial_expired
S09584,A09584,2025-06-12,2025-06-27,Starter,49,2025-07-17,cancelled
S09585,A09585,2025-06-01,2025-06-07,Starter,49,,active
S09586,A09586,2025-07-02,,Trial Only,0,,trial_expired
S09587,A09587,2024-08-02,,Trial Only,0,,trial_expired
S09588,A09588,2024-11-30,,Trial Only,0,,trial_expired
S09589,A09589,2025-05-07,,Trial Only,0,,trial_expired
S09590,A09590,2024-03-25,2024-04-03,Starter,49,,active
S09591,A09591,2025-04-03,2025-04-23,Starter,49,2026-03-14,cancelled
S09592,A09592,2024-02-26,,Trial Only,0,,trial_expired
S09593,A09593,2025-08-12,,Trial Only,0,,trial_expired
S09594,A09594,2025-02-03,2025-02-08,Starter,49,,active
S09595,A09595,2024-11-12,,Trial Only,0,,trial_expired
S09596,A09596,2024-11-07,,Trial Only,0,,trial_expired
S09597,A09597,2024-04-24,2024-05-07,Business,249,,active
S09598,A09598,2024-08-16,,Trial Only,0,,trial_expired
S09599,A09599,2025-04-05,,Trial Only,0,,trial_expired
S09600,A09600,2024-12-08,,Trial Only,0,,trial_expired
S09601,A09601,2024-11-30,2024-12-11,Starter,49,,active
S09602,A09602,2024-05-04,2024-05-16,Business,249,2025-09-14,cancelled
S09603,A09603,2025-03-11,2025-03-26,Pro,99,,active
S09604,A09604,2024-09-12,,Trial Only,0,,trial_expired
S09605,A09605,2024-04-25,,Trial Only,0,,trial_expired
S09606,A09606,2025-09-01,,Trial Only,0,,trial_expired
S09607,A09607,2024-11-19,,Trial Only,0,,trial_expired
S09608,A09608,2024-11-30,,Trial Only,0,,trial_expired
S09609,A09609,2025-09-21,,Trial Only,0,,trial_expired
S09610,A09610,2024-08-30,,Trial Only,0,,trial_expired
S09611,A09611,2025-09-01,,Trial Only,0,,trial_expired
S09612,A09612,2025-03-14,2025-03-31,Pro,99,,active
S09613,A09613,2025-01-31,2025-02-07,Pro,99,2025-09-12,cancelled
S09614,A09614,2024-05-31,,Trial Only,0,,trial_expired
S09615,A09615,2024-01-27,2024-02-01,Business,249,2024-08-19,cancelled
S09616,A09616,2024-10-08,2024-10-20,Pro,99,2024-11-21,cancelled
S09617,A09617,2024-01-06,2024-01-14,Starter,49,2025-08-05,cancelled
S09618,A09618,2024-02-08,2024-02-20,Starter,49,2026-03-18,cancelled
S09619,A09619,2025-01-11,2025-01-14,Starter,49,2025-02-09,cancelled
S09620,A09620,2025-04-03,2025-04-09,Starter,49,2026-01-08,cancelled
S09621,A09621,2024-04-15,,Trial Only,0,,trial_expired
S09622,A09622,2025-04-09,,Trial Only,0,,trial_expired
S09623,A09623,2025-09-04,2025-09-16,Pro,99,2025-10-04,cancelled
S09624,A09624,2025-04-16,,Trial Only,0,,trial_expired
S09625,A09625,2025-05-15,2025-05-19,Starter,49,,active
S09626,A09626,2025-03-18,,Trial Only,0,,trial_expired
S09627,A09627,2024-05-24,,Trial Only,0,,trial_expired
S09628,A09628,2024-08-26,2024-09-03,Business,249,2025-09-18,cancelled
S09629,A09629,2025-09-04,,Trial Only,0,,trial_expired
S09630,A09630,2025-02-19,,Trial Only,0,,trial_expired
S09631,A09631,2025-05-18,,Trial Only,0,,trial_expired
S09632,A09632,2025-09-14,,Trial Only,0,,trial_expired
S09633,A09633,2024-05-29,,Trial Only,0,,trial_expired
S09634,A09634,2024-07-30,2024-08-02,Pro,99,2025-03-17,cancelled
S09635,A09635,2025-02-08,2025-02-13,Business,249,,active
S09636,A09636,2024-01-13,,Trial Only,0,,trial_expired
S09637,A09637,2024-12-29,,Trial Only,0,,trial_expired
S09638,A09638,2025-06-01,,Trial Only,0,,trial_expired
S09639,A09639,2025-01-19,2025-01-23,Pro,99,2025-04-16,cancelled
S09640,A09640,2024-07-12,,Trial Only,0,,trial_expired
S09641,A09641,2025-04-03,,Trial Only,0,,trial_expired
S09642,A09642,2024-03-31,,Trial Only,0,,trial_expired
S09643,A09643,2025-07-30,,Trial Only,0,,trial_expired
S09644,A09644,2024-02-29,,Trial Only,0,,trial_expired
S09645,A09645,2025-07-08,,Trial Only,0,,trial_expired
S09646,A09646,2024-11-14,2024-11-23,Pro,99,2025-02-19,cancelled
S09647,A09647,2024-10-02,,Trial Only,0,,trial_expired
S09648,A09648,2024-11-15,2024-12-02,Starter,49,2025-08-09,cancelled
S09649,A09649,2024-05-07,2024-05-11,Pro,99,2024-07-16,cancelled
S09650,A09650,2024-10-22,2024-11-08,Starter,49,,active
S09651,A09651,2025-06-29,,Trial Only,0,,trial_expired
S09652,A09652,2025-05-26,,Trial Only,0,,trial_expired
S09653,A09653,2024-04-12,2024-04-26,Pro,99,2024-07-15,cancelled
S09654,A09654,2025-02-27,2025-03-03,Starter,49,,active
S09655,A09655,2025-07-04,,Trial Only,0,,trial_expired
S09656,A09656,2025-06-08,,Trial Only,0,,trial_expired
S09657,A09657,2024-09-30,2024-10-08,Starter,49,2025-02-23,cancelled
S09658,A09658,2024-01-25,2024-02-03,Starter,49,2025-07-13,cancelled
S09659,A09659,2025-08-24,2025-08-30,Business,249,,active
S09660,A09660,2024-09-14,2024-09-22,Starter,49,,active
S09661,A09661,2024-08-26,2024-09-08,Pro,99,2026-02-12,cancelled
S09662,A09662,2025-04-28,2025-05-13,Pro,99,,active
S09663,A09663,2024-06-20,,Trial Only,0,,trial_expired
S09664,A09664,2025-06-18,2025-06-28,Starter,49,,active
S09665,A09665,2024-02-12,,Trial Only,0,,trial_expired
S09666,A09666,2025-04-15,2025-04-22,Business,249,2025-08-02,cancelled
S09667,A09667,2025-09-13,,Trial Only,0,,trial_expired
S09668,A09668,2025-09-28,,Trial Only,0,,trial_expired
S09669,A09669,2025-08-19,2025-08-30,Pro,99,,active
S09670,A09670,2025-07-13,,Trial Only,0,,trial_expired
S09671,A09671,2024-06-30,,Trial Only,0,,trial_expired
S09672,A09672,2025-09-13,,Trial Only,0,,trial_expired
S09673,A09673,2025-08-22,,Trial Only,0,,trial_expired
S09674,A09674,2024-12-04,,Trial Only,0,,trial_expired
S09675,A09675,2024-09-18,,Trial Only,0,,trial_expired
S09676,A09676,2024-03-06,2024-03-17,Starter,49,,active
S09677,A09677,2025-01-09,,Trial Only,0,,trial_expired
S09678,A09678,2025-03-18,,Trial Only,0,,trial_expired
S09679,A09679,2024-09-19,2024-10-05,Pro,99,,active
S09680,A09680,2024-09-20,,Trial Only,0,,trial_expired
S09681,A09681,2024-12-31,,Trial Only,0,,trial_expired
S09682,A09682,2024-01-15,,Trial Only,0,,trial_expired
S09683,A09683,2025-09-09,2025-09-21,Starter,49,,active
S09684,A09684,2024-07-08,,Trial Only,0,,trial_expired
S09685,A09685,2024-03-27,,Trial Only,0,,trial_expired
S09686,A09686,2024-01-03,2024-01-20,Starter,49,2024-11-10,cancelled
S09687,A09687,2025-07-04,2025-07-16,Pro,99,,active
S09688,A09688,2025-07-08,2025-07-26,Pro,99,2025-08-10,cancelled
S09689,A09689,2024-02-25,2024-03-10,Starter,49,,active
S09690,A09690,2024-04-04,,Trial Only,0,,trial_expired
S09691,A09691,2024-10-15,,Trial Only,0,,trial_expired
S09692,A09692,2024-04-27,,Trial Only,0,,trial_expired
S09693,A09693,2025-04-11,2025-04-20,Business,249,2025-06-19,cancelled
S09694,A09694,2024-01-31,2024-02-10,Starter,49,2024-10-03,cancelled
S09695,A09695,2024-12-14,,Trial Only,0,,trial_expired
S09696,A09696,2024-09-08,2024-10-01,Starter,49,2025-04-08,cancelled
S09697,A09697,2024-10-27,,Trial Only,0,,trial_expired
S09698,A09698,2024-09-29,,Trial Only,0,,trial_expired
S09699,A09699,2024-04-05,2024-04-24,Starter,49,2024-09-04,cancelled
S09700,A09700,2024-05-21,,Trial Only,0,,trial_expired
S09701,A09701,2024-02-04,2024-02-07,Pro,99,,active
S09702,A09702,2024-03-10,2024-03-22,Business,249,2024-05-15,cancelled
S09703,A09703,2025-09-19,,Trial Only,0,,trial_expired
S09704,A09704,2024-07-01,,Trial Only,0,,trial_expired
