ticket_id,account_id,created_at,priority,resolution_hours,csat_score
K011487,A10805,2025-03-18,low,5.8,3.9
K011488,A10806,2025-01-29,low,12.2,4.3
K011489,A10806,2025-04-17,low,8.1,4.5
K011490,A10808,2024-07-22,medium,5.3,4.8
K011491,A10808,2024-08-02,low,21.1,4.0
K011492,A10808,2024-07-30,medium,3.0,4.3
K011493,A10808,2024-07-23,low,18.6,5.0
K011494,A10809,2024-10-01,medium,13.2,3.4
K011495,A10811,2024-10-22,low,9.3,4.1
K011496,A10811,2025-01-14,high,31.9,3.4
K011497,A10811,2024-11-21,low,37.8,3.8
K011498,A10811,2024-11-24,low,11.7,3.8
K011499,A10813,2024-10-13,medium,7.1,4.4
K011500,A10814,2025-05-11,low,5.5,3.9
K011501,A10815,2026-03-02,low,5.1,5.0
K011502,A10815,2024-04-17,medium,3.9,3.7
K011503,A10817,2026-01-20,medium,6.9,3.6
K011504,A10817,2025-10-10,low,4.5,2.9
K011505,A10817,2025-08-02,high,9.2,4.2
K011506,A10820,2025-06-11,low,21.6,4.5
K011507,A10821,2026-01-08,medium,11.6,4.9
K011508,A10822,2025-09-21,medium,7.8,4.1
K011509,A10823,2026-01-20,medium,12.7,4.7
K011510,A10823,2024-09-05,low,0.5,4.1
K011511,A10823,2024-07-31,low,7.5,4.5
K011512,A10824,2025-07-30,medium,17.2,3.6
K011513,A10824,2025-12-13,medium,6.1,4.9
K011514,A10826,2025-12-21,low,11.8,4.4
K011515,A10826,2025-05-01,low,15.3,4.6
K011516,A10827,2025-09-10,low,14.1,4.7
K011517,A10831,2025-06-28,low,11.7,4.9
K011518,A10831,2025-06-05,low,3.0,4.9
K011519,A10831,2025-11-25,medium,4.9,4.7
K011520,A10833,2026-01-28,medium,5.9,3.9
K011521,A10833,2025-01-22,low,2.9,3.4
K011522,A10833,2025-08-05,low,4.2,4.7
K011523,A10835,2026-03-10,low,12.3,4.4
K011524,A10836,2024-04-17,low,6.3,3.4
K011525,A10836,2024-08-27,low,17.3,3.7
K011526,A10836,2024-08-23,low,20.8,4.8
K011527,A10836,2024-07-28,medium,12.9,3.7
K011528,A10837,2024-12-14,low,12.7,4.5
K011529,A10837,2025-06-14,low,17.8,3.9
K011530,A10837,2024-12-23,low,22.6,3.5
K011531,A10839,2025-10-18,medium,7.2,3.6
K011532,A10839,2025-10-12,low,5.7,4.2
K011533,A10839,2024-12-04,low,12.8,5.0
K011534,A10839,2025-08-17,low,1.6,4.3
K011535,A10840,2025-06-01,low,6.8,4.5
K011536,A10841,2025-07-27,low,14.7,2.9
K011537,A10842,2025-02-06,medium,22.1,4.9
K011538,A10845,2026-02-07,low,11.1,3.2
K011539,A10848,2024-04-17,low,1.4,3.6
K011540,A10848,2024-05-14,medium,37.1,2.7
K011541,A10849,2025-07-05,high,31.3,3.2
K011542,A10850,2025-04-18,low,6.1,3.7
K011543,A10850,2025-10-19,low,3.7,4.1
K011544,A10851,2024-11-10,medium,9.4,4.4
K011545,A10851,2024-11-20,high,57.0,3.6
K011546,A10853,2025-03-24,low,15.7,4.2
K011547,A10854,2025-10-30,low,20.2,3.1
K011548,A10858,2026-01-10,low,23.6,4.3
K011549,A10859,2025-10-24,medium,40.3,4.0
K011550,A10859,2026-03-17,medium,6.5,4.4
K011551,A10860,2025-02-09,medium,26.4,3.7
K011552,A10862,2025-08-31,low,7.8,3.9
K011553,A10863,2025-02-26,low,13.4,3.5
K011554,A10863,2025-06-27,high,12.6,4.9
K011555,A10864,2025-06-12,low,1.2,4.1
K011556,A10864,2024-07-19,high,10.7,4.4
K011557,A10864,2025-05-08,high,27.5,4.1
K011558,A10865,2024-12-22,high,3.1,3.3
K011559,A10866,2026-02-02,high,30.7,3.3
K011560,A10867,2025-01-26,low,8.2,3.8
K011561,A10868,2024-09-10,medium,5.6,5.0
K011562,A10868,2024-10-02,medium,11.1,3.2
K011563,A10870,2026-01-18,low,10.5,5.0
K011564,A10871,2025-01-08,medium,16.8,3.9
K011565,A10872,2024-07-19,medium,6.0,4.2
K011566,A10872,2024-09-26,medium,11.7,4.3
K011567,A10872,2024-11-11,low,9.7,4.6
K011568,A10874,2025-06-16,low,10.7,4.0
K011569,A10874,2025-07-08,medium,2.2,3.3
K011570,A10876,2025-06-06,low,10.0,4.5
K011571,A10879,2024-08-30,medium,12.3,3.3
K011572,A10879,2024-08-17,low,0.5,4.0
K011573,A10880,2026-02-09,low,10.0,4.2
K011574,A10880,2026-01-08,high,6.0,5.0
K011575,A10880,2025-09-08,medium,4.0,3.5
K011576,A10883,2025-11-12,high,34.3,3.6
K011577,A10883,2025-11-30,low,3.4,4.3
K011578,A10886,2024-07-08,low,5.1,4.2
K011579,A10886,2025-09-30,medium,2.5,3.3
K011580,A10887,2025-08-20,low,9.8,4.0
K011581,A10889,2024-11-02,low,17.9,4.3
K011582,A10891,2026-03-12,low,12.7,4.1
K011583,A10891,2024-08-11,low,9.7,4.6
K011584,A10893,2025-12-04,low,7.0,3.7
K011585,A10893,2026-03-08,medium,18.5,3.8
K011586,A10895,2025-05-20,medium,9.7,4.3
K011587,A10899,2024-01-19,medium,5.4,4.6
K011588,A10901,2024-06-29,low,4.3,3.8
K011589,A10903,2025-04-26,low,8.4,5.0
K011590,A10904,2025-01-04,low,11.7,4.1
K011591,A10905,2025-02-24,medium,11.6,4.4
K011592,A10906,2026-02-03,low,3.5,3.9
K011593,A10907,2025-04-10,low,12.3,4.0
K011594,A10907,2025-10-27,low,1.2,3.5
K011595,A10908,2024-06-08,high,3.7,4.6
K011596,A10908,2025-12-03,medium,35.3,3.4
K011597,A10909,2026-01-09,high,17.9,3.9
K011598,A10911,2025-09-29,medium,8.9,3.5
K011599,A10911,2025-12-29,medium,16.0,4.2
K011600,A10913,2025-09-17,low,21.8,3.9
K011601,A10913,2026-02-04,low,2.0,4.6
K011602,A10915,2025-08-25,high,8.8,3.9
K011603,A10916,2025-10-06,low,29.6,4.4
K011604,A10917,2025-03-31,low,4.6,5.0
K011605,A10918,2025-08-31,low,21.9,3.1
K011606,A10918,2025-09-22,low,24.3,4.1
K011607,A10919,2026-02-25,medium,4.3,4.5
K011608,A10924,2024-11-02,low,12.0,4.3
K011609,A10924,2025-01-26,medium,24.4,3.6
K011610,A10925,2024-10-19,low,34.4,2.4
K011611,A10925,2024-08-05,low,10.0,4.1
K011612,A10926,2026-02-24,medium,30.3,3.8
K011613,A10926,2025-07-16,medium,11.7,4.9
K011614,A10926,2025-02-16,medium,15.6,3.3
K011615,A10929,2025-08-02,low,17.6,3.9
K011616,A10930,2024-10-16,high,17.0,3.8
K011617,A10930,2025-01-12,medium,3.0,4.1
K011618,A10931,2024-08-23,medium,12.8,4.1
K011619,A10931,2026-01-19,low,9.6,4.0
K011620,A10932,2025-12-01,medium,3.7,4.1
K011621,A10932,2026-01-20,medium,3.7,3.5
K011622,A10934,2025-04-09,medium,6.8,5.0
K011623,A10934,2025-05-25,low,8.8,4.5
K011624,A10935,2025-06-18,low,6.5,3.7
K011625,A10938,2025-11-29,low,9.0,4.0
K011626,A10940,2026-01-02,medium,2.7,3.6
K011627,A10940,2026-02-09,medium,14.7,4.2
K011628,A10942,2025-10-29,low,2.4,4.0
K011629,A10942,2026-01-03,low,1.2,4.3
K011630,A10944,2026-02-06,medium,10.6,3.5
K011631,A10944,2025-02-08,low,8.4,3.0
K011632,A10944,2025-12-19,low,15.9,4.4
K011633,A10944,2024-10-21,low,4.2,4.5
K011634,A10945,2026-01-16,low,8.0,4.1
K011635,A10945,2026-03-10,low,6.7,3.5
K011636,A10947,2026-03-25,medium,7.7,3.7
K011637,A10948,2025-09-24,low,8.0,4.3
K011638,A10948,2025-12-25,medium,3.6,4.4
K011639,A10950,2024-11-10,medium,22.3,4.6
K011640,A10950,2024-05-25,high,21.7,4.2
K011641,A10950,2025-09-21,medium,1.9,4.3
K011642,A10952,2026-03-25,low,17.9,3.8
K011643,A10954,2025-07-02,high,26.5,2.5
K011644,A10954,2025-12-22,medium,22.4,4.1
K011645,A10955,2025-10-29,medium,11.4,3.9
K011646,A10956,2026-02-19,low,13.4,3.3
K011647,A10956,2026-01-08,low,17.7,3.5
K011648,A10959,2025-03-01,low,12.0,3.5
K011649,A10962,2024-07-21,low,7.1,3.6
K011650,A10962,2024-12-30,low,4.2,5.0
K011651,A10963,2026-02-16,low,3.3,3.8
K011652,A10964,2025-04-01,low,4.2,3.6
K011653,A10966,2024-11-16,medium,17.0,3.7
K011654,A10967,2025-04-10,low,10.4,4.4
K011655,A10967,2025-04-09,low,16.6,4.2
K011656,A10967,2025-01-18,medium,6.5,3.8
K011657,A10968,2026-03-11,low,5.0,4.1
K011658,A10969,2025-02-09,low,15.3,4.0
K011659,A10970,2024-12-25,low,17.0,3.5
K011660,A10971,2025-06-18,low,8.4,3.7
K011661,A10973,2025-08-24,low,9.8,4.1
K011662,A10973,2026-03-20,high,9.5,2.7
K011663,A10973,2025-09-03,low,22.1,3.5
K011664,A10973,2025-10-05,low,6.9,3.8
K011665,A10974,2024-12-24,low,20.0,3.3
K011666,A10974,2024-12-27,low,20.1,4.1
K011667,A10974,2024-10-19,high,7.3,4.4
K011668,A10975,2025-04-04,medium,18.5,3.9
K011669,A10978,2024-10-06,low,2.5,4.4
K011670,A10978,2024-10-10,low,7.9,3.5
K011671,A10980,2025-09-04,low,15.4,4.1
K011672,A10980,2025-07-23,medium,16.7,4.6
K011673,A10980,2025-01-29,high,17.1,3.7
K011674,A10983,2026-02-23,low,5.2,3.8
K011675,A10984,2025-05-07,low,25.4,3.6
K011676,A10984,2025-05-23,low,9.3,4.8
K011677,A10984,2025-11-24,low,13.9,3.8
K011678,A10985,2026-01-17,low,2.4,4.6
K011679,A10985,2025-08-31,low,21.8,5.0
K011680,A10985,2025-07-14,low,12.6,4.9
K011681,A10986,2024-06-11,low,15.2,3.3
K011682,A10988,2026-03-31,medium,6.2,3.7
K011683,A10989,2025-06-23,low,17.9,5.0
K011684,A10989,2024-12-19,medium,6.6,4.3
K011685,A10990,2026-01-04,medium,8.2,4.7
K011686,A10992,2026-01-27,medium,10.4,4.0
K011687,A10992,2025-08-09,low,6.1,4.3
K011688,A10993,2025-05-03,low,10.4,3.5
K011689,A10994,2024-07-24,low,14.0,3.4
K011690,A10994,2024-09-04,medium,16.5,3.3
K011691,A10994,2025-05-30,low,14.3,4.4
K011692,A10995,2025-07-24,medium,24.1,2.9
K011693,A10995,2025-07-07,medium,11.6,4.3
K011694,A10995,2025-07-20,medium,23.1,3.7
K011695,A10995,2025-08-11,high,34.6,3.2
K011696,A10996,2025-07-15,medium,18.8,4.1
K011697,A10996,2026-01-19,low,29.5,4.2
K011698,A10996,2025-10-09,medium,6.3,3.9
K011699,A10996,2025-07-28,low,13.9,3.8
K011700,A10997,2024-09-07,low,12.5,3.6
K011701,A10998,2025-10-12,low,6.9,3.0
K011702,A11000,2025-09-16,low,3.5,4.0
K011703,A11000,2025-10-21,low,9.3,4.2
K011704,A11002,2024-07-04,low,10.0,5.0
K011705,A11003,2025-08-24,low,4.9,3.5
K011706,A11004,2026-02-05,medium,5.1,4.7
K011707,A11004,2025-12-31,low,8.6,4.0
K011708,A11005,2025-09-20,medium,9.5,4.3
K011709,A11006,2024-04-27,low,7.0,4.1
K011710,A11007,2026-03-16,medium,2.4,4.0
K011711,A11007,2025-09-27,low,1.3,4.3
K011712,A11008,2025-12-10,medium,8.1,4.8
K011713,A11010,2025-12-14,low,5.2,3.6
K011714,A11010,2026-02-16,low,16.4,3.6
K011715,A11013,2025-12-29,low,21.8,3.4
K011716,A11014,2024-11-29,low,9.2,3.8
K011717,A11014,2024-09-28,high,13.0,4.5
K011718,A11015,2026-01-13,low,8.7,4.6
K011719,A11020,2025-03-31,low,1.6,3.6
K011720,A11025,2024-10-11,medium,20.6,3.3
K011721,A11026,2025-11-07,medium,8.8,4.5
K011722,A11027,2026-02-26,high,54.4,2.6
K011723,A11028,2025-08-17,high,33.2,2.6
K011724,A11031,2025-03-16,medium,3.6,3.8
K011725,A11031,2026-03-07,low,18.6,2.3
K011726,A11032,2024-10-21,high,49.3,3.1
K011727,A11032,2025-02-03,medium,8.0,3.4
K011728,A11032,2024-08-12,medium,16.2,3.1
K011729,A11034,2026-03-05,low,5.9,4.9
K011730,A11036,2025-12-31,medium,29.4,3.6
K011731,A11037,2025-01-07,low,14.4,3.7
K011732,A11040,2025-10-08,low,3.4,3.3
K011733,A11040,2025-10-28,high,8.4,3.9
K011734,A11040,2025-07-18,low,8.1,3.5
K011735,A11041,2025-10-26,medium,13.8,4.2
K011736,A11043,2026-03-27,low,16.9,3.8
K011737,A11044,2026-03-17,low,14.9,3.9
K011738,A11044,2024-11-04,high,31.8,3.4
K011739,A11045,2026-03-11,low,7.6,5.0
K011740,A11046,2025-06-21,medium,8.1,5.0
K011741,A11046,2025-06-28,low,14.3,4.0
K011742,A11046,2025-08-23,low,24.7,3.2
K011743,A11048,2026-03-19,low,5.1,4.0
K011744,A11049,2024-11-17,high,29.2,4.0
K011745,A11052,2025-09-30,low,11.0,5.0
K011746,A11052,2024-09-08,low,16.0,4.6
K011747,A11052,2025-01-10,low,7.4,3.5
K011748,A11053,2025-11-10,medium,13.9,4.2
K011749,A11055,2025-08-10,low,2.8,3.6
K011750,A11055,2026-02-11,medium,15.5,3.8
K011751,A11057,2025-12-02,low,16.9,4.2
K011752,A11057,2025-10-10,low,20.0,4.1
K011753,A11058,2024-11-12,low,7.3,3.2
K011754,A11058,2025-08-15,low,18.0,4.0
K011755,A11059,2025-09-16,low,7.7,4.0
K011756,A11060,2024-05-17,low,7.7,4.1
K011757,A11060,2024-10-26,low,3.2,5.0
K011758,A11060,2024-04-30,medium,5.6,4.4
K011759,A11060,2024-03-17,low,19.8,3.9
K011760,A11061,2025-04-11,medium,43.1,3.3
K011761,A11063,2024-06-23,medium,26.2,3.0
K011762,A11064,2025-07-30,medium,4.8,3.4
K011763,A11065,2024-06-29,medium,13.2,4.9
K011764,A11065,2024-05-23,low,13.1,3.3
K011765,A11065,2024-05-27,low,13.9,2.7
K011766,A11066,2024-11-24,low,15.5,4.6
K011767,A11067,2025-12-24,low,9.1,4.5
K011768,A11067,2026-02-02,low,9.6,4.0
K011769,A11067,2025-09-02,low,3.1,3.4
K011770,A11068,2026-03-21,low,19.9,4.1
K011771,A11068,2025-01-06,medium,7.4,4.9
K011772,A11069,2024-12-23,low,7.0,3.5
K011773,A11071,2025-10-22,medium,11.4,4.3
K011774,A11072,2024-10-16,high,21.5,3.7
K011775,A11072,2024-06-13,low,12.4,2.9
K011776,A11073,2026-02-26,medium,1.0,4.4
K011777,A11073,2025-07-29,high,24.4,2.9
K011778,A11074,2025-12-05,medium,20.8,4.3
K011779,A11075,2025-11-06,medium,6.5,4.9
K011780,A11075,2025-12-22,high,3.9,4.8
K011781,A11076,2024-11-12,medium,8.3,4.5
K011782,A11076,2024-11-09,low,2.3,3.9
K011783,A11078,2024-12-30,medium,12.7,4.4
K011784,A11078,2025-01-25,low,13.2,3.8
K011785,A11079,2024-06-08,low,21.6,4.1
K011786,A11083,2024-08-18,medium,5.2,3.7
K011787,A11083,2024-06-23,medium,16.6,3.6
K011788,A11083,2024-07-19,medium,11.4,4.0
K011789,A11083,2024-06-28,medium,11.6,4.4
K011790,A11084,2025-04-04,low,17.2,3.7
K011791,A11085,2024-09-04,medium,17.6,3.8
K011792,A11086,2025-12-01,low,4.0,5.0
K011793,A11086,2026-02-04,low,22.9,2.6
K011794,A11086,2025-12-26,medium,1.5,3.2
K011795,A11088,2025-02-06,low,7.5,4.7
K011796,A11089,2025-10-14,low,5.3,3.8
K011797,A11091,2025-09-12,high,29.7,3.9
K011798,A11094,2025-05-20,low,23.6,4.3
K011799,A11095,2024-05-28,medium,11.6,3.6
K011800,A11095,2026-03-06,low,17.8,2.9
K011801,A11095,2025-08-08,low,3.5,3.8
K011802,A11096,2025-11-20,low,8.2,4.6
K011803,A11098,2025-08-01,medium,8.0,4.4
K011804,A11098,2025-06-22,low,25.3,3.1
K011805,A11099,2026-02-25,low,7.2,3.7
K011806,A11099,2025-10-17,low,8.8,4.3
K011807,A11100,2025-04-18,medium,11.7,3.3
K011808,A11100,2024-12-15,low,11.3,3.5
K011809,A11100,2025-11-18,low,2.7,5.0
K011810,A11100,2026-01-24,low,12.7,3.6
K011811,A11100,2024-11-13,high,24.8,2.7
K011812,A11102,2024-05-24,low,10.2,3.5
K011813,A11102,2024-02-25,low,15.4,3.1
K011814,A11102,2024-09-17,low,21.8,2.1
K011815,A11103,2026-03-24,low,31.8,3.7
K011816,A11104,2025-03-03,medium,22.0,3.5
K011817,A11106,2025-09-27,low,23.2,3.4
K011818,A11107,2025-10-03,high,7.8,4.7
K011819,A11108,2024-11-11,medium,16.0,3.9
K011820,A11108,2024-12-05,low,3.9,3.5
K011821,A11108,2024-12-21,low,22.7,3.3
K011822,A11109,2025-05-03,low,17.8,4.6
K011823,A11110,2025-04-08,medium,19.7,3.8
K011824,A11111,2025-07-01,high,5.0,4.1
K011825,A11112,2024-12-31,low,13.2,3.1
K011826,A11112,2025-01-12,low,2.7,3.5
K011827,A11112,2025-01-18,low,12.4,3.5
K011828,A11113,2025-02-11,medium,8.1,4.8
K011829,A11115,2025-09-28,low,15.4,4.6
K011830,A11115,2025-08-27,low,3.5,4.9
K011831,A11115,2025-04-04,low,3.8,3.9
K011832,A11116,2026-03-06,low,5.4,4.8
K011833,A11116,2025-03-20,high,34.7,2.7
K011834,A11118,2024-11-12,low,18.7,3.5
K011835,A11121,2025-11-29,medium,3.7,3.4
K011836,A11121,2025-11-27,low,11.9,4.9
K011837,A11122,2025-01-13,medium,10.4,4.1
K011838,A11123,2025-08-22,medium,6.4,4.2
K011839,A11123,2025-10-13,medium,6.5,4.0
K011840,A11123,2025-08-16,medium,15.1,4.1
K011841,A11127,2025-05-26,low,10.8,4.6
K011842,A11129,2025-12-08,low,16.6,3.2
K011843,A11130,2025-11-01,low,7.5,4.3
K011844,A11130,2026-01-31,low,18.2,4.1
K011845,A11130,2025-12-22,high,10.2,4.7
K011846,A11131,2024-06-07,low,42.1,4.4
K011847,A11132,2024-07-07,high,7.6,4.5
K011848,A11133,2025-04-25,medium,7.5,3.7
K011849,A11135,2025-06-09,medium,4.2,3.9
K011850,A11136,2025-11-13,high,44.3,2.6
K011851,A11136,2025-11-28,medium,11.3,3.7
K011852,A11137,2025-10-06,low,6.3,3.7
K011853,A11142,2025-12-25,low,27.9,2.8
K011854,A11143,2025-05-06,low,2.8,4.8
K011855,A11143,2025-06-23,low,14.4,3.9
K011856,A11143,2025-05-25,medium,66.4,3.3
K011857,A11143,2025-04-09,low,3.5,4.4
K011858,A11144,2024-04-26,low,5.7,4.2
K011859,A11144,2025-09-15,medium,4.8,4.7
K011860,A11144,2024-01-15,low,2.2,4.9
K011861,A11146,2026-03-11,low,25.1,3.4
K011862,A11146,2026-03-16,low,11.5,4.0
K011863,A11147,2024-05-14,low,11.2,4.2
K011864,A11148,2024-05-18,low,1.6,4.5
K011865,A11150,2025-08-07,medium,4.2,3.9
K011866,A11150,2025-07-13,medium,3.1,3.9
K011867,A11152,2024-05-03,low,7.6,4.7
K011868,A11152,2025-07-24,medium,13.9,4.5
K011869,A11153,2024-12-06,low,20.3,3.6
K011870,A11155,2024-09-06,high,18.5,3.7
K011871,A11156,2024-02-24,medium,20.8,3.6
K011872,A11156,2026-01-02,low,4.1,4.2
K011873,A11158,2025-11-17,low,8.9,3.9
K011874,A11158,2026-02-18,medium,10.6,4.2
K011875,A11159,2025-02-24,medium,11.3,4.0
K011876,A11159,2026-03-06,low,0.6,4.2
K011877,A11161,2024-05-05,high,13.9,4.5
K011878,A11162,2025-05-09,low,17.0,3.7
K011879,A11162,2025-06-07,high,7.3,4.1
K011880,A11163,2025-06-11,medium,15.1,3.2
K011881,A11163,2025-11-05,low,21.3,4.2
K011882,A11164,2026-01-27,high,9.1,4.8
K011883,A11164,2025-11-25,low,5.1,4.2
K011884,A11167,2024-07-23,low,12.3,4.5
K011885,A11168,2025-10-17,low,11.5,3.6
K011886,A11168,2025-12-30,low,6.7,3.8
K011887,A11168,2025-09-10,low,6.0,4.1
K011888,A11170,2025-06-09,low,0.5,3.9
K011889,A11170,2025-05-27,low,10.9,2.6
K011890,A11171,2024-09-27,medium,9.7,3.6
K011891,A11172,2025-06-28,low,12.7,4.1
K011892,A11172,2026-03-16,low,15.4,3.3
K011893,A11172,2025-04-15,medium,7.5,5.0
K011894,A11173,2025-06-23,low,26.8,2.9
K011895,A11173,2025-06-16,low,15.2,3.7
K011896,A11174,2025-09-08,medium,22.3,3.4
K011897,A11174,2025-10-10,low,5.8,3.7
K011898,A11176,2024-12-07,low,25.2,4.9
K011899,A11177,2025-09-08,medium,13.6,3.6
K011900,A11178,2025-06-12,low,4.6,4.2
K011901,A11178,2025-03-27,low,9.6,4.2
K011902,A11179,2025-12-26,low,2.8,4.2
K011903,A11183,2025-06-02,low,10.6,3.9
K011904,A11183,2025-04-15,high,46.7,2.2
K011905,A11184,2025-08-13,low,4.3,4.5
K011906,A11184,2025-09-26,low,8.1,3.4
K011907,A11186,2025-10-24,medium,7.9,3.6
K011908,A11187,2025-10-08,medium,3.1,4.1
K011909,A11189,2024-07-09,low,11.7,4.6
K011910,A11189,2024-09-16,medium,4.1,3.5
K011911,A11190,2025-10-13,low,9.2,4.5
K011912,A11191,2025-03-21,low,12.8,3.4
K011913,A11191,2024-10-18,medium,9.7,5.0
K011914,A11192,2024-05-27,low,17.9,4.0
K011915,A11195,2025-02-20,low,7.5,4.9
K011916,A11196,2025-11-13,low,6.6,4.1
K011917,A11197,2024-04-26,medium,2.9,4.9
K011918,A11198,2024-08-21,high,30.2,3.4
K011919,A11198,2025-04-11,medium,9.2,4.1
K011920,A11199,2024-12-28,low,8.9,4.2
K011921,A11200,2025-01-23,high,21.6,4.3
K011922,A11200,2024-10-29,low,30.5,2.7
K011923,A11200,2025-02-05,high,11.5,3.9
K011924,A11200,2025-01-24,low,8.6,4.5
K011925,A11200,2024-04-14,medium,2.5,4.5
K011926,A11200,2024-08-06,high,12.3,4.4
K011927,A11201,2026-03-25,medium,5.4,3.8
K011928,A11203,2025-08-06,medium,7.2,4.1
K011929,A11204,2025-01-28,low,17.7,3.3
K011930,A11206,2025-06-03,medium,11.5,2.9
K011931,A11210,2024-11-25,low,5.8,4.1
K011932,A11210,2025-12-04,low,5.0,4.5
K011933,A11211,2025-12-11,low,15.8,2.7
K011934,A11211,2026-02-28,low,8.1,3.7
K011935,A11212,2025-05-26,medium,10.2,3.2
K011936,A11212,2025-06-05,low,1.2,4.1
K011937,A11213,2024-09-17,medium,16.8,4.2
K011938,A11213,2024-09-24,low,23.2,3.8
K011939,A11213,2024-10-05,medium,1.9,4.4
K011940,A11213,2024-12-10,low,6.3,4.0
K011941,A11213,2024-08-03,medium,9.5,3.9
K011942,A11214,2025-08-03,low,6.1,3.4
K011943,A11218,2026-01-08,low,4.3,4.6
K011944,A11219,2025-07-10,low,3.2,4.1
K011945,A11222,2025-07-10,medium,26.2,3.2
K011946,A11222,2025-05-24,medium,13.9,3.9
K011947,A11223,2024-08-12,low,4.5,3.5
K011948,A11223,2024-05-20,low,12.2,3.7
K011949,A11223,2024-06-14,medium,13.8,3.8
K011950,A11224,2025-01-01,high,25.1,3.3
K011951,A11224,2024-12-27,low,7.9,4.1
K011952,A11225,2024-02-27,low,5.8,4.1
K011953,A11225,2024-07-11,low,3.7,4.5
K011954,A11227,2025-12-31,medium,16.7,3.2
K011955,A11227,2025-07-24,medium,17.4,3.7
K011956,A11228,2025-12-07,medium,7.1,4.6
K011957,A11228,2025-12-11,medium,4.3,4.9
K011958,A11230,2025-04-25,medium,15.6,3.8
K011959,A11231,2025-09-14,low,11.6,4.5
K011960,A11232,2025-10-12,medium,6.9,4.4
K011961,A11234,2026-02-27,low,8.4,3.2
K011962,A11235,2025-06-14,medium,19.7,4.6
K011963,A11235,2025-05-03,low,15.2,3.7
K011964,A11239,2026-03-24,medium,1.6,5.0
K011965,A11241,2025-05-22,high,11.0,2.5
K011966,A11242,2025-09-13,low,13.4,4.3
K011967,A11243,2025-08-25,medium,15.0,4.0
K011968,A11243,2025-06-16,medium,15.3,3.9
K011969,A11243,2025-10-10,medium,15.5,3.9
K011970,A11244,2025-05-14,low,15.8,3.6
K011971,A11244,2025-05-23,low,23.2,4.1
K011972,A11247,2025-01-16,low,14.2,3.6
K011973,A11247,2024-12-04,medium,14.9,3.6
K011974,A11247,2025-04-24,low,13.9,4.3
K011975,A11247,2024-11-23,low,21.7,3.8
K011976,A11248,2025-11-21,low,21.9,3.3
K011977,A11248,2025-11-23,low,16.3,2.2
K011978,A11248,2024-12-03,low,10.8,4.3
K011979,A11248,2026-03-10,medium,16.6,3.2
K011980,A11248,2026-02-16,low,10.9,4.3
K011981,A11249,2025-09-21,high,2.5,3.7
K011982,A11249,2025-09-08,low,10.6,4.8
K011983,A11251,2025-04-26,medium,10.6,3.7
K011984,A11252,2026-02-22,medium,27.0,3.3
K011985,A11254,2024-05-18,medium,19.9,4.0
K011986,A11256,2024-01-29,high,19.8,3.9
K011987,A11256,2024-10-27,low,1.6,4.5
K011988,A11258,2025-08-07,medium,12.3,4.1
K011989,A11263,2025-07-09,high,10.9,3.3
K011990,A11264,2025-06-19,medium,2.8,5.0
K011991,A11264,2024-12-18,medium,23.2,3.6
K011992,A11265,2024-09-02,medium,41.2,2.9
K011993,A11265,2025-07-17,low,31.0,3.7
K011994,A11266,2025-08-04,medium,9.6,3.7
K011995,A11267,2025-03-30,low,9.7,4.2
K011996,A11268,2026-03-31,medium,53.4,2.2
K011997,A11269,2025-12-11,low,22.5,4.0
K011998,A11269,2024-04-05,medium,13.6,4.5
K011999,A11269,2025-04-07,low,6.9,4.9
K012000,A11270,2024-05-02,high,12.4,4.0
K012001,A11271,2025-09-04,high,19.9,4.3
K012002,A11272,2025-08-19,low,3.8,3.7
K012003,A11274,2025-05-14,medium,2.7,4.1
K012004,A11274,2024-08-11,medium,8.3,4.8
K012005,A11275,2024-02-24,medium,18.4,4.6
K012006,A11276,2025-04-01,low,14.5,4.0
K012007,A11279,2024-10-15,low,18.9,3.8
K012008,A11279,2024-12-26,medium,14.0,4.1
K012009,A11279,2024-11-24,medium,0.9,4.4
K012010,A11280,2026-02-08,medium,4.0,3.0
K012011,A11281,2024-07-07,medium,7.8,3.5
K012012,A11284,2025-08-22,high,17.4,3.5
K012013,A11286,2024-10-29,high,4.8,4.1
K012014,A11287,2026-02-13,high,30.4,3.7
K012015,A11292,2025-05-06,medium,9.4,3.3
K012016,A11295,2024-12-02,medium,3.3,4.9
K012017,A11296,2026-01-17,medium,2.0,4.7
K012018,A11298,2026-01-01,low,10.2,3.6
K012019,A11298,2025-07-27,medium,1.4,3.3
K012020,A11298,2026-01-03,medium,12.2,4.2
K012021,A11298,2025-08-20,low,2.9,4.5
K012022,A11300,2025-09-16,low,2.6,4.7
K012023,A11300,2025-06-01,high,6.3,4.3
K012024,A11300,2025-10-13,low,14.4,3.7
K012025,A11301,2026-01-29,low,13.2,3.6
K012026,A11302,2025-11-27,medium,19.9,4.5
K012027,A11302,2026-03-18,high,4.3,4.6
K012028,A11303,2025-11-25,low,3.3,3.8
K012029,A11304,2025-11-27,low,8.4,3.3
K012030,A11306,2026-02-07,low,1.9,3.9
K012031,A11307,2024-09-18,low,9.0,4.3
K012032,A11307,2024-10-02,medium,3.1,4.3
K012033,A11308,2026-03-11,low,5.3,4.6
K012034,A11308,2025-12-05,medium,12.6,2.7
K012035,A11309,2024-08-31,medium,8.0,3.7
K012036,A11310,2024-07-23,low,2.7,4.6
K012037,A11311,2024-12-26,low,4.9,4.2
